Node,Importance Score,%
541,0.00029127876467100453,0.029127876467100453
2547,0.0002910356561407993,0.029103565614079927
96,0.0002909795448132411,0.029097954481324108
1940,0.00029083119703295226,0.029083119703295225
2062,0.00029061445642229755,0.029061445642229754
1901,0.00028977371926099273,0.028977371926099272
32,0.0002893620304069895,0.028936203040698952
824,0.00028906652763974254,0.028906652763974253
262,0.00028874241123575116,0.028874241123575117
759,0.00028773006867523947,0.028773006867523945
1288,0.0002876303354008191,0.028763033540081907
4402,0.000287575950918981,0.0287575950918981
1669,0.0002872763808471724,0.028727638084717243
2237,0.0002870229727311736,0.02870229727311736
3337,0.00028698474991288044,0.028698474991288043
2385,0.0002864938225786304,0.02864938225786304
164,0.0002862930357001394,0.02862930357001394
711,0.00028614822493220314,0.028614822493220313
1492,0.0002861332794773784,0.02861332794773784
2875,0.0002850608538554549,0.02850608538554549
2354,0.0002845044091978028,0.02845044091978028
119,0.000284353082089142,0.0284353082089142
1313,0.0002840598592091939,0.028405985920919388
818,0.000283877307551613,0.0283877307551613
396,0.0002831657846550752,0.028316578465507523
2224,0.00028314199909862614,0.028314199909862614
43,0.0002829769168873109,0.028297691688731093
1287,0.0002824424584562785,0.028244245845627854
1457,0.0002821060933644299,0.028210609336442993
855,0.0002819379726596973,0.028193797265969732
710,0.0002815952023634063,0.028159520236340628
1103,0.00028157618626495947,0.028157618626495948
2646,0.00028156865671455047,0.028156865671455047
2785,0.00028136594058779564,0.028136594058779565
1726,0.0002810755382488112,0.02810755382488112
1999,0.00028103801137732145,0.028103801137732146
2225,0.0002809027070575079,0.028090270705750788
77,0.00028065099494087764,0.028065099494087763
448,0.00028024506275953865,0.028024506275953865
1428,0.0002800016107012982,0.02800016107012982
2209,0.0002798830083144589,0.027988300831445892
3205,0.00027953931532343195,0.027953931532343195
578,0.00027903475187328574,0.027903475187328573
1786,0.00027851357388179927,0.027851357388179926
2413,0.000277857815555378,0.027785781555537802
2344,0.0002774938078991064,0.02774938078991064
2430,0.00027677757424511654,0.027677757424511656
3165,0.00027623672554611436,0.027623672554611435
3489,0.00027619543427491916,0.027619543427491917
1068,0.0002761782160917397,0.02761782160917397
922,0.0002761590973838456,0.027615909738384563
960,0.0002754414468506572,0.02754414468506572
1376,0.00027527366424510155,0.027527366424510154
3164,0.00027483995828654287,0.027483995828654288
2634,0.00027462505208890596,0.027462505208890597
325,0.00027400003569586986,0.027400003569586988
725,0.0002737791885266394,0.027377918852663937
2026,0.0002736414501831955,0.02736414501831955
2035,0.00027354820876453737,0.027354820876453738
1904,0.000273474687998955,0.0273474687998955
2236,0.0002731196501782512,0.02731196501782512
4845,0.0002731100455028912,0.02731100455028912
1330,0.0002730003120341421,0.027300031203414208
3343,0.0002727964270174388,0.027279642701743878
2057,0.00027205248696806093,0.027205248696806093
2412,0.00027161951507688795,0.027161951507688794
809,0.00027088352282872197,0.027088352282872197
2076,0.00027068817020932433,0.02706881702093243
92,0.00027036626144070103,0.027036626144070104
1845,0.0002694503958064188,0.02694503958064188
3163,0.00026934197551156235,0.026934197551156235
1481,0.0002686015531402621,0.026860155314026208
703,0.00026721771601619093,0.026721771601619093
241,0.0002669919908802313,0.026699199088023127
1541,0.0002668364449572812,0.02668364449572812
2557,0.000266811432915014,0.0266811432915014
2516,0.00026658889278341084,0.026658889278341084
2215,0.00026603223210946726,0.026603223210946724
1587,0.0002658952129519085,0.02658952129519085
3212,0.0002654988905002842,0.026549889050028423
2409,0.00026503968299375065,0.026503968299375066
2719,0.00026458086014753815,0.026458086014753815
909,0.00026431547045361193,0.026431547045361194
998,0.0002640727208523843,0.02640727208523843
3304,0.0002638606353954796,0.02638606353954796
4587,0.0002636189345090373,0.02636189345090373
2398,0.00026323687998493624,0.026323687998493623
2063,0.0002632200149605044,0.02632200149605044
3481,0.00026307536085972165,0.026307536085972166
3767,0.0002627551107959926,0.02627551107959926
664,0.00026227210990804656,0.026227210990804654
2569,0.000262094926292181,0.026209492629218102
2612,0.00026116726709691905,0.026116726709691906
1620,0.00025999952605095406,0.025999952605095408
1894,0.00025988995155546395,0.025988995155546396
808,0.00025981184326784676,0.025981184326784677
864,0.0002597138416302242,0.02597138416302242
660,0.0002593846826122505,0.02593846826122505
693,0.0002592781714635478,0.025927817146354778
1711,0.00025906572551610704,0.025906572551610704
5017,0.00025897039723007167,0.025897039723007168
2868,0.00025864618877015366,0.025864618877015366
253,0.00025850687676076526,0.025850687676076525
3363,0.0002582498779942783,0.02582498779942783
4063,0.00025809868507087195,0.025809868507087195
3114,0.00025796549420844,0.025796549420844
5171,0.00025794672483475667,0.025794672483475667
1070,0.000257487121119955,0.025748712111995496
629,0.0002574535149963749,0.02574535149963749
3509,0.0002574492709741805,0.025744927097418054
2661,0.00025743493921586753,0.025743493921586754
3167,0.00025729574758023035,0.025729574758023035
3168,0.00025729574758023035,0.025729574758023035
56,0.0002570700506261332,0.02570700506261332
2395,0.00025687537331774087,0.025687537331774087
2131,0.00025685203592962496,0.025685203592962495
2410,0.0002568128925133162,0.02568128925133162
3768,0.00025655042970805866,0.025655042970805866
2222,0.0002563932635673308,0.02563932635673308
2524,0.00025635961333248913,0.025635961333248913
4250,0.0002561822303410132,0.02561822303410132
2337,0.0002561198149823934,0.025611981498239338
826,0.0002559411269630885,0.025594112696308853
906,0.0002554248322525418,0.02554248322525418
3617,0.00025540947167336124,0.025540947167336125
397,0.0002553097996125606,0.025530979961256056
3017,0.00025515599340277326,0.025515599340277327
136,0.00025470186119437636,0.025470186119437636
1772,0.00025457664191641944,0.025457664191641943
295,0.00025450619491867353,0.025450619491867353
190,0.00025419178948972703,0.025419178948972703
258,0.00025416361807418885,0.025416361807418884
1475,0.00025387070570831867,0.025387070570831866
2122,0.0002538583765835687,0.025385837658356874
821,0.0002537657113863125,0.025376571138631253
2163,0.00025375236386799736,0.025375236386799737
412,0.0002528752366865694,0.025287523668656938
575,0.0002525306705507166,0.025253067055071663
2206,0.0002520770109017227,0.025207701090172268
2208,0.0002520770109017227,0.025207701090172268
2210,0.0002520770109017227,0.025207701090172268
1524,0.00025175279254576415,0.025175279254576414
3344,0.00025171341892148185,0.025171341892148185
102,0.0002514586406973845,0.02514586406973845
1973,0.0002513716981721559,0.02513716981721559
5048,0.0002513338435846208,0.025133384358462078
637,0.0002512249127728631,0.02512249127728631
1071,0.00025119341335963534,0.025119341335963535
5451,0.0002508415267332416,0.025084152673324162
364,0.00025067712780958495,0.025067712780958495
4166,0.000250595062836068,0.0250595062836068
5940,0.000250267495219271,0.0250267495219271
2595,0.00025020849122414456,0.025020849122414455
4159,0.00025019306200249847,0.025019306200249846
5941,0.0002500282433045349,0.02500282433045349
2127,0.00024992442941658785,0.024992442941658786
1327,0.00024985982060792797,0.024985982060792798
979,0.0002498354314397347,0.02498354314397347
2593,0.0002497134034378545,0.02497134034378545
527,0.00024942067741204197,0.024942067741204197
2223,0.00024938977631562705,0.024938977631562706
919,0.0002492689882769491,0.024926898827694912
2373,0.0002492025652602358,0.024920256526023584
1866,0.00024893504522120687,0.024893504522120687
1240,0.00024887494387047657,0.024887494387047657
2581,0.0002488699933333915,0.024886999333339148
3568,0.0002487136464585235,0.02487136464585235
2200,0.00024851114330898223,0.024851114330898223
5300,0.0002481073316972823,0.02481073316972823
789,0.00024809012542227995,0.024809012542227993
1556,0.0002477198539096208,0.02477198539096208
4304,0.00024770409620271714,0.024770409620271713
106,0.0002468773967617376,0.024687739676173763
21,0.000246849790798514,0.024684979079851403
804,0.0002466439345955803,0.02466439345955803
243,0.0002464393412655558,0.024643934126555578
819,0.0002464370195370994,0.024643701953709938
64,0.0002463204585618502,0.024632045856185017
4813,0.0002458673174239855,0.024586731742398553
1061,0.0002457671552087867,0.024576715520878673
587,0.00024575880677050576,0.024575880677050577
2552,0.00024561541019335484,0.024561541019335484
5086,0.0002454743797506235,0.02454743797506235
1797,0.00024543313801281654,0.024543313801281653
290,0.000245422998979828,0.024542299897982796
3772,0.0002454162700389316,0.024541627003893157
393,0.00024534569209908876,0.024534569209908878
3336,0.00024531633452556673,0.024531633452556673
3789,0.00024529532243330995,0.024529532243330994
392,0.00024517463875617124,0.024517463875617124
398,0.0002451253381037777,0.024512533810377768
2403,0.0002451239909299343,0.024512399092993426
626,0.0002448055136753535,0.024480551367535353
828,0.00024473752777632316,0.024473752777632314
982,0.0002441929868734613,0.024419298687346134
3335,0.00024417106736901245,0.024417106736901246
532,0.00024409860284628168,0.024409860284628167
1418,0.00024406912064945155,0.024406912064945156
468,0.00024384821771473699,0.0243848217714737
802,0.00024364094596265618,0.02436409459626562
916,0.0002435039173328722,0.02435039173328722
3003,0.0002434358974076804,0.02434358974076804
2773,0.00024338595833217706,0.024338595833217704
1280,0.00024330413389840296,0.024330413389840294
142,0.00024278478071047328,0.024278478071047327
51,0.000242742188333708,0.0242742188333708
3750,0.00024271357137848774,0.024271357137848774
4540,0.00024221334543220126,0.024221334543220126
1898,0.00024154639443365423,0.024154639443365423
757,0.00024112845457062112,0.02411284545706211
2613,0.00024081095476532463,0.024081095476532463
2645,0.0002403172500894519,0.02403172500894519
2543,0.00023989270201101422,0.02398927020110142
418,0.00023988764920142882,0.02398876492014288
5942,0.0002398857492824796,0.02398857492824796
1535,0.0002394200706994527,0.02394200706994527
1424,0.00023941060008600537,0.023941060008600537
5254,0.000239343404465629,0.0239343404465629
944,0.00023920458426414766,0.023920458426414767
1199,0.00023911978071390827,0.023911978071390828
1868,0.00023904346825338158,0.02390434682533816
522,0.00023899117042057655,0.023899117042057653
898,0.0002389402054988511,0.02389402054988511
2400,0.00023886921332063222,0.023886921332063223
443,0.00023857028630332693,0.02385702863033269
2216,0.00023841134130736839,0.023841134130736838
6039,0.0002383742968732864,0.02383742968732864
1454,0.00023805695415264649,0.023805695415264647
531,0.0002376739271151429,0.02376739271151429
736,0.00023745971427517452,0.023745971427517453
2016,0.00023710930202067463,0.023710930202067465
4317,0.00023706673803674096,0.023706673803674097
4539,0.00023657200504077942,0.023657200504077942
3677,0.00023638143898987432,0.023638143898987433
2415,0.0002360700238649801,0.02360700238649801
394,0.0002357259014942542,0.023572590149425417
395,0.0002357259014942542,0.023572590149425417
3136,0.00023558217376535917,0.023558217376535916
2500,0.0002353172989722464,0.02353172989722464
4227,0.00023525336760500285,0.023525336760500285
1297,0.00023489395973285934,0.023489395973285934
1144,0.00023453683277824435,0.023453683277824433
2259,0.00023423490882761082,0.02342349088276108
1143,0.00023420918433882202,0.023420918433882203
1899,0.00023366180090006867,0.023366180090006867
2396,0.00023350553911771955,0.023350553911771956
1476,0.00023349721279067147,0.023349721279067148
1644,0.00023302573844609733,0.023302573844609733
1840,0.00023287062690553837,0.023287062690553837
2075,0.00023262689046638953,0.023262689046638953
1936,0.00023244600501278872,0.023244600501278873
3563,0.0002324230506749171,0.02324230506749171
3066,0.0002322945495229003,0.023229454952290028
814,0.0002322794889595844,0.02322794889595844
1902,0.00023219053354917827,0.023219053354917828
740,0.00023217577268062932,0.023217577268062933
696,0.00023151438723028727,0.023151438723028727
1670,0.00023150968269540023,0.023150968269540023
1837,0.00023148897828023494,0.023148897828023495
4491,0.0002309507622573626,0.02309507622573626
62,0.00023086406702342105,0.023086406702342105
3370,0.0002308336166410767,0.02308336166410767
5407,0.00023077252329741313,0.023077252329741314
2360,0.00023051848556448698,0.0230518485564487
1085,0.000230462144915246,0.0230462144915246
900,0.00023045066800005554,0.023045066800005554
510,0.00023015355459577764,0.023015355459577766
3491,0.00023014467198927932,0.023014467198927933
296,0.00023013500808167603,0.0230135008081676
3243,0.0002299640567189115,0.02299640567189115
5428,0.00022991477767997663,0.022991477767997662
810,0.00022964799090464635,0.022964799090464633
706,0.00022961719139466254,0.022961719139466253
1911,0.00022940769429214943,0.02294076942921494
2213,0.00022916646168665028,0.02291664616866503
183,0.00022915906829456937,0.022915906829456937
914,0.0002290984890618377,0.02290984890618377
1349,0.00022853268531182236,0.022853268531182237
3113,0.00022844721130182446,0.022844721130182447
4986,0.0002280257971640093,0.02280257971640093
3822,0.00022770454390118252,0.022770454390118253
2729,0.00022758939535117405,0.022758939535117404
2713,0.00022754353308003712,0.02275435330800371
3220,0.00022750912617415877,0.022750912617415877
1233,0.00022741076373195284,0.022741076373195283
4855,0.000227217106341155,0.0227217106341155
1402,0.00022716241311698424,0.022716241311698426
4273,0.0002269441632908448,0.02269441632908448
5283,0.0002269094401128753,0.02269094401128753
604,0.00022680441847545838,0.022680441847545838
3169,0.0002267513419533115,0.02267513419533115
2089,0.0002267041986855719,0.02267041986855719
2358,0.00022667240033736891,0.02266724003373689
1115,0.00022658862430723992,0.022658862430723993
3995,0.00022654929675009893,0.022654929675009892
2968,0.00022642767485509408,0.022642767485509408
1444,0.0002263956086930349,0.02263956086930349
1540,0.00022637940678978395,0.022637940678978397
3715,0.00022636953468831492,0.022636953468831492
1219,0.00022631239395538302,0.0226312393955383
850,0.00022597375897515922,0.022597375897515922
1394,0.00022569098923209366,0.022569098923209366
1339,0.00022543760621608925,0.022543760621608927
5105,0.00022525713578268309,0.022525713578268308
969,0.00022523180863178273,0.022523180863178272
889,0.00022503306256245226,0.022503306256245227
690,0.00022488002374160894,0.022488002374160893
1501,0.00022440853116023537,0.022440853116023538
2211,0.0002242292350767917,0.02242292350767917
1456,0.00022419693180784775,0.022419693180784774
1347,0.000224087149990826,0.0224087149990826
289,0.00022393253962736242,0.022393253962736243
5483,0.00022382980513779258,0.02238298051377926
3808,0.00022380651028762385,0.022380651028762386
712,0.00022372112734892445,0.022372112734892445
1342,0.0002232182856088736,0.02232182856088736
1606,0.00022313847620245692,0.022313847620245693
995,0.00022307153527162496,0.022307153527162497
1487,0.00022296916874869178,0.022296916874869177
2078,0.00022295420415551116,0.022295420415551118
1350,0.0002229193383657211,0.02229193383657211
5091,0.00022249412201077258,0.02224941220107726
2961,0.00022248864697945166,0.022248864697945167
3960,0.00022244679848814177,0.022244679848814175
4415,0.000222345030892285,0.0222345030892285
1890,0.00022210724577145932,0.022210724577145933
5437,0.0002217230461262411,0.022172304612624108
2916,0.0002217023114457946,0.02217023114457946
50,0.00022146645235102515,0.022146645235102513
1881,0.00022144899799537477,0.022144899799537477
1895,0.0002213949716535633,0.02213949716535633
1897,0.0002213949716535633,0.02213949716535633
835,0.00022084017072750633,0.022084017072750633
3781,0.00022072705477553842,0.02207270547755384
778,0.00022070368906832835,0.022070368906832834
3456,0.00022065248152061624,0.022065248152061623
2789,0.00022044363989388264,0.022044363989388263
3862,0.00022037840339648123,0.02203784033964812
1332,0.00022037729546443727,0.022037729546443726
1054,0.00022018970854529972,0.022018970854529973
309,0.00022014498464781069,0.022014498464781068
1072,0.00022010929970795026,0.022010929970795026
2146,0.00021989495514827183,0.021989495514827182
2393,0.00021986999072797658,0.021986999072797657
2774,0.0002198272969577259,0.021982729695772592
1048,0.00021981390058232125,0.021981390058232124
1906,0.00021961481392327825,0.021961481392327824
3681,0.0002192919720502242,0.02192919720502242
4173,0.00021919079167763056,0.021919079167763058
1090,0.0002191352053050531,0.02191352053050531
2401,0.0002190805586639004,0.02190805586639004
2402,0.0002190805586639004,0.02190805586639004
1928,0.0002189825544665201,0.021898255446652012
215,0.00021865001337863582,0.021865001337863583
1441,0.0002185951606440981,0.02185951606440981
1047,0.0002184707850284652,0.02184707850284652
4793,0.0002183409044154692,0.021834090441546918
2014,0.00021813274726351995,0.021813274726351993
2212,0.0002181177539702481,0.021811775397024807
282,0.00021811061087776876,0.021811061087776876
2938,0.00021794280733934403,0.021794280733934402
228,0.00021788029362653915,0.021788029362653914
3669,0.000217743450612755,0.0217743450612755
451,0.0002177293844330661,0.021772938443306612
5325,0.00021766627806723703,0.021766627806723702
2158,0.00021740290933459593,0.021740290933459593
1333,0.00021738674209291085,0.021738674209291084
4733,0.0002172308971453151,0.02172308971453151
1741,0.00021721130283212925,0.021721130283212924
4180,0.00021717890829672174,0.021717890829672175
955,0.00021699952228353383,0.021699952228353383
2973,0.00021678132716692548,0.02167813271669255
5096,0.000216741244644423,0.0216741244644423
227,0.00021673030216355372,0.02167303021635537
477,0.0002166228023302982,0.02166228023302982
256,0.0002163280403355744,0.02163280403355744
1069,0.0002162995724806748,0.02162995724806748
1123,0.00021615777146846382,0.02161577714684638
5584,0.0002160771694275822,0.021607716942758218
2304,0.0002159957933181256,0.02159957933181256
2090,0.00021595827060964622,0.02159582706096462
1132,0.00021567899981931958,0.021567899981931957
4943,0.00021549732166340925,0.021549732166340926
1425,0.0002154860655880763,0.02154860655880763
5168,0.00021540700557786936,0.021540700557786938
2974,0.00021535637260113022,0.02153563726011302
915,0.00021519441978727578,0.02151944197872758
917,0.00021519441978727578,0.02151944197872758
920,0.00021519441978727578,0.02151944197872758
4570,0.00021517582020541618,0.021517582020541617
4781,0.00021500083919750025,0.021500083919750026
4966,0.00021475483639260513,0.021475483639260513
2407,0.00021468968500702024,0.021468968500702023
2493,0.00021443888984227813,0.02144388898422781
3480,0.00021443522869931138,0.021443522869931137
2448,0.0002144330303036563,0.02144330303036563
110,0.00021428882974262702,0.0214288829742627
1044,0.00021394325204559503,0.021394325204559504
5381,0.00021385527245965547,0.021385527245965548
3488,0.00021374902332080105,0.021374902332080104
117,0.00021372209850794237,0.021372209850794237
1595,0.00021369505882646726,0.021369505882646727
4706,0.00021367862331743892,0.02136786233174389
4844,0.00021367664607038045,0.021367664607038046
6087,0.00021366210826172225,0.021366210826172224
1516,0.0002133738737024521,0.02133738737024521
1137,0.00021328440184461685,0.021328440184461686
